title,description,event_link,price,display_photo,photos,time_zone,hosts,sponsors,address_line_1,city,province_state,postal_zip_code,country,lat,lng,contact_email,contact_website,contact_primary_phone,time_slots
Paint & Sip,"🎃🎨 Pumpkin Paint & Sip Night at GRETA 🎨🎃

It’s time to get spooky and artsy! Join us Thursday, October 23 at 7 PM in The Alley at GRETA for a Pumpkin Paint & Sip Night, the perfect way to sip, paint, and play, whether you’re rolling solo, out with the girls, or on a cozy date night.

🎨 Your $25 ticket includes:

• One pumpkin to paint and decorate

• All paint, brushes, and craft supplies

• Decorative pressed flowers

• Step-by-step creative guidance

• A $25 GRETA Game Card to keep the fun going while your pumpkin dries!

At this unbeatable price, tickets won’t last long! Grab yours early and get ready to paint, decorate, sip, and play the night away at GRETA!",https://www.showpass.com/o/hudsons-canadas-pub-2/,$17.87 - $28.41 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/36797a5d-45b.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/36797a5d-45b.png""]",America/Edmonton,"[""GRETA Bar""]",,213 10 Ave SW,Calgary,Alberta,,Canada,,,,,,"[""October 23, 2025, 7:00 PM MDT""]"
Play To Sin Halloween Night,Play To Sin Halloween Night in Toronto.,https://www.showpass.com/play_to_sin_gretabaryyz/,$20 - $50 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/9c0fe3f8-fe1.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/9c0fe3f8-fe1.png""]",America/Toronto,"[""GRETA Bar""]",,,Toronto,Ontario,,Canada,,,,,,"[""October 31, 2025, 9:00 PM EDT""]"
GRETA YVR Presents: Ghouls Gone Wild,GRETA YVR Presents: Ghouls Gone Wild in Vancouver.,https://www.showpass.com/greta-yvr-presents-ghouls-gone-wild/,$15.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0813fd85-e8b.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0813fd85-e8b.png""]",America/Vancouver,"[""GRETA Bar""]",,,Vancouver,British Columbia,,Canada,,,,,,"[""October 31, 2025, 9:00 PM PDT""]"
NIGHTMARE UNDER THE BIG TOP: GRETA'S HAUNTED CIRCUS,NIGHTMARE UNDER THE BIG TOP: GRETA'S HAUNTED CIRCUS in Calgary.,https://www.showpass.com/halloweenatgretayyc/,$0 - $40 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/c879c74b-342.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/c879c74b-342.png""]",America/Edmonton,"[""GRETA Bar""]",,,Calgary,Alberta,,Canada,,,,,,"[""October 31, 2025, 9:00 PM MDT"", ""November 2, 2025, 9:00 PM MDT""]"
GRETA YYZ OCTOBER GUEST LIST 2025,GRETA YYZ OCTOBER GUEST LIST 2025 in Toronto.,https://www.showpass.com/greta-yyz-october-guest-list-2025/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png""]",America/Toronto,"[""GRETA Bar""]",,,Toronto,Ontario,,Canada,,,,,,"[""Date & Time TBD""]"
GHOULS GONE WILD: Halloween at GRETA YEG,GHOULS GONE WILD: Halloween at GRETA YEG in Edmonton.,https://www.showpass.com/ghoulsgonewild/,$15.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/d0d773de-3f6.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/d0d773de-3f6.png""]",America/Edmonton,"[""GRETA Bar""]",,,Edmonton,Alberta,,Canada,,,,,,"[""October 31, 2025, 10:00 PM MDT""]"
Shawn Desman Back to Life Tour Charlottetown,"Shawn Desman comes from a groundbreaking era of Canadian music that paved the way for the next generation of artists we see today. With a deep history of success, Desman exploded onto the scene, making waves across the country with his signature sound and style. He left a lasting mark on an entire generation of Canadians, earning a Platinum-selling album, five Platinum certified singles, multiple chart-topping radio hits, and a slew of awards, including a JUNO for R&B/Soul Recording of the Year, three MMVAs, and multiple SOCAN Awards for songwriting. In 2023, Desman made an unprecedented return to the stage, headlining the OVO All Canadian North Stars show and releasing his Top 10 radio smash “Maniac,” which catapulted him back to the forefront of the industry. What followed was a whirlwind of national media coverage, chart climbs, and viral moments that reached hundreds of millions of viewers across the country— reminding everyone why he remains one of Canada’s most celebrated music success stories. Desman has continued his momentum into 2025 with another multi-format Top 10 hit, “Body” featuring Jamie Fine. The song’s crossover success is a testament to his ability to evolve while staying true to the sound that made him a household name. With sold-out shows, massive streaming numbers, and continued viral traction, Desman’s staying power has never been more evident.",https://www.showpass.com/shawn-desman-back-to-life-tour-charlottetown/,$56.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/a54e1d3a-016.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/a54e1d3a-016.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 7, 2025, 8:00 PM AST""]"
Bell & CBMF Present - Jess Moskaluke at PEI Brewing Co.,,https://www.showpass.com/jess-moskaluke-at-pei-brewing-co/,$45.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/0fbf8c20-6b1.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/0fbf8c20-6b1.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 5, 2025, 8:00 PM AST""]"
Allan Rayman Live in Concert,,https://www.showpass.com/allan-rayman-live-in-concert/,$45.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/3530f037-784.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/3530f037-784.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 6, 2025, 8:00 PM AST""]"
The Fabulously Rich,,https://www.showpass.com/the-fabulously-rich-4/,$35.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/1ee278a8-47b.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/1ee278a8-47b.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""October 25, 2025, 8:00 PM ADT""]"
The Strumbellas - Into Dust Tour,,https://www.showpass.com/the-strumbellas-into-dust-tour/,$40 - $314 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/dc865146-8b7.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/dc865146-8b7.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 17, 2025, 8:00 PM AST""]"
Bell & CBMF Present - Jess Moskaluke at Halifax Marquee,,https://www.showpass.com/jess-moskaluke-at-halifax-marquee/,$45.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/94234dec-f82.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/94234dec-f82.png""]",America/Halifax,"[""Whitecap Entertainment""]",,,Halifax,Nova Scotia,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 8, 2025, 8:00 PM AST""]"
Matthew Good and His Band with I Mother Earth,,https://www.showpass.com/matthew-good-with-i-mother-earther-earth/,$59 - $99 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/552f56c1-385.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/whitecap-entertainment/img-banner/552f56c1-385.png""]",America/Halifax,"[""Whitecap Entertainment""]",,96 Kensington Rd,Charlottetown,Prince Edward Island,,Canada,,,,https://www.showpass.com/o/whitecap-entertainment/,,"[""November 13, 2025, 8:00 PM AST""]"
Motown Revue,"Step into the heartbeat of Detroit with Motor City Motown Revue—a soul-stirring celebration of the music that changed America forever! From timeless classics to unforgettable anthems, this show brings Motown’s golden era to life with electrifying energy and spot-on authenticity. Whether you grew up with these songs as the soundtrack of your life or are discovering their magic for the very first time, Motor City promises a night you’ll never forget. These are the songs you hear everywhere—on TV, in movies, while shopping, or even riding an elevator—because Motown is woven into the fabric of our lives. Get ready for 8 Motown legends showcased on one stage—a tribute guaranteed to have you dancing in your seat!",https://www.showpass.com/o/mcmorran-place-sports-entertainment-center/,$34.95 - $48.32 USD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/mcmorran-place-sports-entertainment-center/img-banner/2a543f20-550.png,,America/New_York,,,701 McMorran Blvd,Port Huron,,,,,,,,,"[""Saturday November 1st, 2025, 8:00 PM EDT - 10:00 PM EDT""]"
November 30th - Christmas Market at the Saskatoon Farm,"We’re excited to invite you to our 9th Annual Christmas Market at The Saskatoon Farm! Experience the magic of winter at The Farm, where our cozy country charm will make you feel like you've gone home for the holidays. Each year we proudly showcase over 200 local vendors on both weekends, offering something for everyone. Childen 10 years old and under get in for free! Please note: you can get tickets at the door - WALK-INS ARE WELCOME!! Whether you're shopping for loved ones or enjoying a day out with them, you’re sure to find the perfect gift. Our local vendors are located indoors inside 3 of our beautiful (heated) greenhouses! Escape the city, breathe in the fresh air, and discover the vibrant offerings of our Foothills Community! Our Christmas Market is the perfect opportunity to gather your friends and family for an outing in our paradise in the prairies. Amidst our amazing local vendors, you can find delicious hot food and drinks, roaring outdoor fires with complementary marshmallows, horse-drawn sleigh rides, fresh-cut Christmas Trees, live ice carving, beautiful Christmas backdrops, a Kids Play Place with crafts, games, face painting, a bouncy castle, and live performances. And of course special guest appearances, including the one-and-only Old Saint Nick and his lovely lady.",https://www.showpass.com/o/saskatoon-farm/,$11.20 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/saskatoon-farm/img-banner/27963853-fde.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/saskatoon-farm/img-banner/27963853-fde.png""]",MST,"[""Saskatoon Farm""]",,80181 338 Ave E,Foothills County,Alberta,,Canada,,,,https://www.showpass.com/o/saskatoon-farm/,,"[""November 30, 2025, 9:00 AM MST - 4:00 PM MST""]"
Dia de los Muertos at the Saskatoon Farm,Dia de los Muertos at the Saskatoon Farm.,https://www.showpass.com/dia-de-los-muertos-at-the-saskatoon-farm/,$40.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/saskatoon-farm/img-banner/3bd12093-cd4.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/saskatoon-farm/img-banner/3bd12093-cd4.png""]",MDT,"[""Saskatoon Farm""]",,,Foothills County,Alberta,,Canada,,,,https://www.showpass.com/dia-de-los-muertos-at-the-saskatoon-farm/,,"[""November 1, 2025, 6:30 PM MDT""]"
"Classic Albums Live Performs: Pink Floyd, Wish You Were Here","Classic Albums Live takes the greatest classic rock albums and recreates them live on stage - note for note, cut for cut. “CAL are curators,” says founder Craig Martin, “These albums are historic and stand the test of time and CAL honours these recordings and their fans by delivering performances that sound exactly like the records”. To do this, CAL boasts an exceptional ensemble of performers, all of whom have graced music’s elite stages and collaborated with industry icons both in studio and on stage. “CAL is a modern-day orchestra,” Martin emphasizes, “utilizing the highest-level players whose unique ability to focus and execute with precision is essential to authentically recreating these records. All of the focus is on the music, there’s no distracting costumes or bad impersonations”. In 2023, CAL celebrated its 20th anniversary and has expanded its repertoire to include over 45 different records and delivers more than 200 performances annually across North America. Each CAL show offers two distinct experiences: a faithful rendition of the chosen record in the first half, followed by a dynamic set featuring the artist’s greatest hits. “We pay homage to the album in the first half, then let loose with the hits in the second,” explains Martin. “These albums and artists hold sacred places in people’s hearts, and as fans ourselves, we aim to exceed expectations and deliver an unforgettable experience. It’s this unwavering passion and dedication to authenticity that defines the very soul of CAL and resonates deeply with audiences.",https://www.showpass.com/o/festival-place/,$49.35 - $54.60 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/festival-place/img-banner/56942df8-ba6.png,,MST,"[""Festival Place""]",,100 Festival Way,Sherwood Park,,,,,,,https://www.classicalbumslive.com/,,"[""Saturday January 31st, 2026, 7:30 PM MST""]"
Dia De Los Muertos,Miguel gets lost and crosses over to the land of the dead. He then has to dance his way back to the land of the living.,https://www.showpass.com/o/central-alberta-theatre/,$22.97 - $33.27 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/central-alberta-theatre/img-banner/bf6488a8-df5.png,,America/Edmonton,,,4214 58 St,Red Deer,Alberta,,Canada,,,,,403.967.1769,"[""November 1, 2025, 6:00 PM MDT""]"
Play To Sin Halloween Night,"PLAY TO SIN Halloween Night at GRETA BAR

Friday, October 31 | Doors at 9PM

Step inside the arcade of temptation.

Play harder. Dance darker.

What’s on:

Go Go Dancers

DJ Peameal

Sinful energy all around

Tickets:

GA (early bird pricing) - $20 (receive a $20 game card; priority entrance until 10pm)

VIP Access - $50 (receive a $30 game card, priority entrance all-night)

At the Door* - $25 (receive a $10 game card)

Dress Code: Dress to play.

Costumes encouraged.

*subject to capacity

please note that GRETA BAR is a 19+ venue, valid ID is required.",https://www.showpass.com/o/hudsons-canadas-pub-2/,$23.13 - $54.78 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/9c0fe3f8-fe1.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/9c0fe3f8-fe1.png""]",America/Toronto,"[""GRETA Bar""]",,590 King Street West,Toronto,Ontario,,Canada,,,,,,"[""October 31, 2025, 9:00 PM EDT - 2:00 AM EDT""]"
GHOULS GONE WILD: Halloween at GRETA YEG,GHOULS GONE WILD: Halloween at GRETA YEG,https://www.showpass.com/ghoulsgonewild/,$15.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/d0d773de-3f6.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/d0d773de-3f6.png""]",America/Edmonton,"[""GRETA YEG""]",,,Edmonton,Alberta,,Canada,,,,,,"[""October 31, 2025, 10:00 PM MDT""]"
GRETA YVR Presents: Ghouls Gone Wild,GRETA YVR Presents: Ghouls Gone Wild,https://www.showpass.com/greta-yvr-presents-ghouls-gone-wild/,$15.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0813fd85-e8b.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0813fd85-e8b.png""]",America/Vancouver,"[""GRETA YVR""]",,,Vancouver,British Columbia,,Canada,,,,,,"[""October 31, 2025, 9:00 PM PDT""]"
GRETA YYZ OCTOBER GUEST LIST 2025,GRETA YYZ OCTOBER GUEST LIST 2025,https://www.showpass.com/greta-yyz-october-guest-list-2025/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png""]",America/Toronto,"[""GRETA YYZ""]",,,Toronto,Ontario,,Canada,,,,,,"[""Date & Time TBD""]"
Paint & Sip,Paint & Sip,https://www.showpass.com/paint_and_sip_gretayyc/,$15 - $25 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/36797a5d-45b.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/36797a5d-45b.png""]",America/Edmonton,"[""GRETA YYC""]",,,Calgary,Alberta,,Canada,,,,,,"[""October 23, 2025, 7:00 PM MDT""]"
NIGHTMARE UNDER THE BIG TOP: GRETA'S HAUNTED CIRCUS,NIGHTMARE UNDER THE BIG TOP: GRETA'S HAUNTED CIRCUS,https://www.showpass.com/halloweenatgretayyc/,$0 - $40 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/c879c74b-342.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/c879c74b-342.png""]",America/Edmonton,"[""GRETA YYC""]",,,Calgary,Alberta,,Canada,,,,,,"[""October 31 - November 2, 2025, 9:00 PM MDT""]"
GRETA YYZ SEPTEMBER GUEST LIST 2025,GRETA YYZ SEPTEMBER GUEST LIST 2025,https://www.showpass.com/yyz-september-guestlist/,$0.00 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/hudsons-canadas-pub-2/img-banner/0f063b9a-983.png""]",America/Toronto,"[""GRETA YYZ""]",,,Toronto,Ontario,,Canada,,,,,,"[""Date & Time TBD""]"
The Beaumont Presents: Theatre of The Damned (OCT 29),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-29/,$37.99 - $48.85 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 29, 2025, 8:00 PM PDT""]"
The Beaumont Presents: Theatre of The Damned (OCT 30),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-30/,$35 - $45 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 30, 2025, 8:00 PM PDT""]"
The Beaumont Presents: Theatre of The Damned (OCT 24),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-24/,$35 - $45 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 24, 2025, 8:00 PM PDT""]"
The Beaumont Presents: Theatre of The Damned (OCT 22),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-22/,$35 - $40 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 22, 2025, 8:00 PM PDT""]"
Disco Of The Damned,"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/disco-of-the-damned/,$35 - $55 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/86ba71b4-1f6.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/86ba71b4-1f6.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 31, 2025, 9:00 PM PDT""]"
The Beaumont Presents: Theatre of The Damned (OCT 25),"A Live Immersive Horror Experience. This Halloween, The Beaumont Studios unleashes THEATRE OF THE DAMNED — a raunchy, blood-splattered love letter to horror cinema, where cult classics are reborn in live performance, soaked in glitter and served up with a healthy side of Beaumont sass. Hosted by your seductive scream queen Hellvira, this immersive haunted theatre twists iconic horror scenes into never-before-seen vignettes — the lost reels, the alternate endings, the chaotic edits from hell. Think: Nosferatu, Little Shop of Horrors, Hannibal Lector, The Ring, Midsommar and more — all reimagined through burlesque, drag, dark comedy and satire. Your ticket gets you six reimagined scripts in one spooky night.",https://www.showpass.com/theatre-of-the-damned-oct-25/,$35 - $45 CAD,https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png,"[""https://dcm1eeuyachdi.cloudfront.net/fit-in/3840x3840/filters:quality(100):format(webp)/media/images/events/the-beaumont-studios-3/img-banner/de5a6eaf-78e.png""]",America/Vancouver,"[""The Beaumont Studios Artist Society""]","[""Kipling Media""]",326 W 5th Ave,Vancouver,British Columbia,,Canada,,,,https://www.thebeaumontstudios.com/theatre-of-the-damned,,"[""October 25, 2025, 8:00 PM PDT""]"
